frame,time,sh_x,sh_y,el_x,el_y,wr_x,wr_y,hip_x,hip_y,opp_sh_x,opp_sh_y,hands_used,wrist_forward_px,wrist_forward_cm,shoulder_elevation_px,shoulder_elevation_cm,mid_shoulder_x,trunk_x_displacement_px,trunk_x_displacement_cm,elbow_flexion_angle,speed_px_s
0,0.0,186.41050514838298,680.2238510388013,66.93341064438508,905.2579429446812,618.6109112498859,832.4369179813123,215.5222707630688,1124.3167273183626,458.6071159318004,670.7873763583704,1.0,19.747166820813618,2.5834819614011186,4.027290409448256,0.5268822723048537,322.5088105400917,-1.4659300386864516,-0.19178466693413249,54.51534843688147,307.9384354651134
1,0.03324915824915825,186.5376395249925,680.3543014932325,66.85214298962963,902.6610165561292,618.9546706380822,842.7257433345043,247.83437644838298,1139.677222996117,463.22658696780456,682.0276594014422,1.0,20.090926209009922,2.628455308034894,3.8968399550170716,0.5098157027590734,324.88211324639855,0.9073726676203933,0.11870973392471268,55.507198606506535,216.779296257388
2,0.0664983164983165,186.03866575659345,681.7589199150472,70.53086725632564,906.8978046229851,613.0906482399164,849.065483463035,261.4497061222426,1150.7392303111296,464.44668198287184,684.2838421717693,1.0,14.226903810844078,1.8612770984020148,2.4922215332023825,0.3260523108589667,325.24267386973264,1.2679332909544883,0.1658811522262672,56.7555732012604,229.52547007251323
3,0.09974747474747475,185.2207456410174,683.5779230570897,75.71418622931701,911.9217405541145,616.0322714162912,850.0854908425963,264.03824955308113,1154.1320493966102,462.90260804217246,682.8925547005072,1.0,17.16852698721891,2.246123718798911,0.6732183911598213,0.08807580274309044,324.06167684159493,0.0869362628167778,0.01137369572135505,57.85031657355944,94.05846973847501
4,0.132996632996633,185.0774997014851,684.8219991909003,80.1207794426141,912.8696313785979,626.9177585576972,849.0976928295287,270.9906523612671,1153.4941091784972,461.25990097189145,683.4724153891013,1.0,28.054014128624885,3.670250021375387,-0.5708577426507873,-0.07468416578676103,323.1687003366883,-0.806040242089864,-0.10545261730445828,58.63395545051769,121.65684002379999
5,0.16624579124579125,185.98682941023452,685.760720267389,85.08831418805241,911.9273790958537,616.3501012565973,850.6226619940002,285.3040826460536,1154.4854669234,460.9526799833121,684.4724889478603,1.0,17.486356827525015,2.2877047550395306,-1.5095788191395059,-0.19749514874455443,323.4697546967733,-0.5049858820048598,-0.06606628326787166,59.37466656201474,248.5087903628309
6,0.1994949494949495,187.187137471746,686.8252066300554,90.45724073440748,909.8864889851587,616.8670208644282,849.4830280342422,300.27099365184495,1156.6539167279223,461.22384537514887,685.2256196842486,1.0,18.00327643535593,2.3553323035604725,-2.5740651818058495,-0.33675975014587484,324.2054914234474,0.23075084466927365,0.030188667072625557,60.01033193471562,114.0901737695227
7,0.23274410774410775,187.5409260643497,686.9475646234704,92.60797916381554,907.1669948526712,644.4082910361631,845.4491548194528,309.00643784988483,1156.472183425554,460.90472612491567,685.1441803434739,1.0,45.54454660709075,5.958501068395974,-2.6964231752208434,-0.3527675993573218,324.2228260946327,0.24808551585454097,0.032456527101374366,60.29802450794025,1022.2987603332792
8,0.265993265993266,186.96822559531773,685.724444284852,90.05999044645779,906.3347835700104,583.0574626086528,856.1292737672068,314.33868427361483,1155.385677327785,460.6744599467899,684.0803559431035,1.0,-15.806281820419485,-2.0679039342917593,-1.4733028366024428,-0.19274923519822104,323.8213427710538,-0.15339780772433187,-0.020068725441494007,60.47059868803255,2965.1472407139395
9,0.29924242424242425,186.92676536288013,686.5164839816583,87.92207864718404,909.0068729210293,434.3483084230094,878.4853087535374,321.0208645693867,1159.1449918245858,461.4012665718569,686.0894672077009,1.0,-164.51543600606288,-21.523222300716448,-2.265342533408784,-0.29637018943334037,324.1640159673685,0.1892753885903744,0.02476251690166621,60.976705118212614,2963.0911025035975
10,0.3324915824915825,187.91699887918276,689.9237906949513,89.87890234193657,913.3254649508785,372.7663734628328,886.4647797506079,327.11797942089277,1166.5562199659657,462.1882444584669,690.745160198855,1.0,-226.0973709662395,-29.57986250441926,-5.672649246701781,-0.7421412466502815,325.0526216688248,1.0778810900466738,0.141017006537661,60.882025767937314,1003.3865297167802
11,0.36574074074074076,188.21396111356205,690.539068682184,90.92204180308957,915.4221635451579,401.0590286542025,882.2675644420472,335.04396513998825,1170.7948884795285,462.2120420721622,691.9143414704654,1.0,-197.8047157748698,-25.878391554672465,-6.287927233934511,-0.8226368233416954,325.21300159286216,1.238261014084003,0.16199918815799383,60.50316212747794,103.22444607126175
12,0.398989898989899,187.2292634955766,687.3241043994083,88.28887453107039,915.1197884722685,400.7426431245821,882.6546693148148,344.31612856475925,1171.56820570444,462.22120211868497,690.2582933351982,1.0,-198.1211013044902,-25.919783634662448,-3.072962951158729,-0.4020295379286934,324.7252328071308,0.7504922283526412,0.09818538283057318,60.59088735098883,306.2306791957174
13,0.43223905723905726,186.70169528744222,684.3318991373291,86.09689010840057,914.9696593720216,387.061684981702,883.7291262418119,346.4295338436136,1171.8514901883536,463.10211953838154,689.9184336219579,1.0,-211.8020594473703,-27.709635763706157,-0.08075768907951897,-0.010565365395175266,324.9019074129119,0.9271668341337431,0.12129936476098585,60.50688977396502,195.82348397758844
