frame,time,sh_x,sh_y,el_x,el_y,wr_x,wr_y,hip_x,hip_y,opp_sh_x,opp_sh_y,hands_used,wrist_forward_px,wrist_forward_cm,shoulder_elevation_px,shoulder_elevation_cm,mid_shoulder_x,trunk_x_displacement_px,trunk_x_displacement_cm,elbow_flexion_angle,speed_px_s
10,0.3319951338199513,780.1176298714986,671.2980038449793,803.7591697235774,851.9478089731103,568.1358057041828,852.4590748211263,678.9854772461413,1067.4548023723514,517.1677570733057,712.1378571265674,1.0,-4.731353474491584,-0.6458257011600942,0.7293399841005339,0.09955428381229416,648.6426934724021,-0.11636346417924415,-0.01588351330082208,82.66842833906597,40.08996759136981
11,0.3651946472019465,779.7798851778878,671.1871819332235,803.9706643418558,852.5846475106521,567.7546949190348,852.0182655087513,677.8980014266056,1066.9583264733346,517.1867659625979,712.0368394734187,1.0,-5.112464259639523,-0.697846997257463,0.8401618958563404,0.1146813799486247,648.4833255702429,-0.2757313663385048,-0.03763709559166491,82.26659597181224,40.63951426903452
12,0.3983941605839416,779.4775981140818,671.1142579179617,803.9481555218107,853.8018411576214,567.318392921888,849.6463933987438,677.0632179336844,1066.8651022772358,517.1357717740669,712.0083854996917,1.0,-5.548766256786394,-0.7574018465715286,0.9130859111181735,0.12463544563866356,648.3066849440744,-0.4523719925069827,-0.06174838993136204,81.3647151549007,52.24716120354675
13,0.43159367396593673,779.3325423299294,671.1625025960336,803.9210351553377,855.5357034539086,565.8716899991626,849.0056031043861,676.8271109180296,1067.5298246628147,517.038367348557,712.089887655253,1.0,-6.995469179511701,-0.9548755577361395,0.8648412330462634,0.11805008835960665,648.1854548392432,-0.5736020973381528,-0.07829619551731339,80.83238095104363,31.548490633874906
14,0.4647931873479319,779.290596273167,671.323968664266,803.957349548293,857.8019355731285,565.1949549077528,849.1541264830629,677.1140274872987,1068.2844625310445,516.9063959284507,712.1921440618423,1.0,-7.6722042709214975,-1.0472493187044714,0.7033751648139059,0.09601010819496014,648.0984961008089,-0.6605608357724577,-0.09016598891239828,80.39052207423173,7.894001795642172
15,0.497992700729927,779.2789912678709,671.454965438887,803.9924970213962,860.0660237776572,565.9447344672653,848.6814117667806,677.5106232757125,1068.6447614124136,516.7914925167748,712.3229184854633,1.0,-6.922424711409008,-0.9449050503363816,0.5723783901928527,0.07812916053897392,648.0352418923228,-0.723815044258572,-0.09880013425096049,79.79704270180306,11.296603793232592
16,0.5311922141119222,779.2863078637619,671.4967442578361,804.0328269011409,861.5275628704801,566.4192930191737,848.9872339307924,677.5691424015432,1069.0179881882852,516.6936759338952,712.6644350940644,1.0,-6.447866159500677,-0.8801282140293776,0.5305995712437834,0.07242638749804768,647.9899918988285,-0.7690650377528527,-0.10497671964739903,79.55943515211219,15.606984802675285
17,0.5643917274939173,779.3058417456274,671.5167034586941,803.9427745551563,862.4730545798217,565.9440211314428,849.4941249134638,677.3514351399104,1069.6575232169403,516.5865912842199,713.1888732064426,1.0,-6.923138047231532,-0.9450024200658319,0.5106403703857723,0.069701973657861,647.9462165149237,-0.812840421657711,-0.11095202209654553,79.52693345009374,12.029296730641772
18,0.5975912408759124,779.3239313671935,671.563573721179,803.6886321142097,863.5784836682833,565.5111273603538,849.0550041060271,677.2771315456706,1070.1656716667378,516.5091819644422,713.6582070731829,1.0,-7.356031818320503,-1.0040920494390448,0.46377010790092754,0.06330422293049959,647.9165566658178,-0.842500270763594,-0.11500056612277006,79.27897104616348,10.632798131186538
19,0.6307907542579075,779.3358355662892,671.6400402901654,803.4203435147758,864.5400597622609,565.7148010368658,848.7361076058395,677.3230165218506,1070.3707251247936,516.4778220255671,714.0790930758484,1.0,-7.152358141808577,-0.9762907668567278,0.3873035389144661,0.05286660168802947,647.9068287959282,-0.8522281406532102,-0.11632841203961536,79.07943505578744,7.435439306676166
20,0.6639902676399027,779.3344736757722,671.7443324416632,803.169366131658,865.079630109391,565.8831651795413,849.0110432373697,677.2911843883614,1070.521478671582,516.4434525835893,714.5350204449007,1.0,-6.983993999133077,-0.9533092054325294,0.28301138741665,0.0386308122401042,647.8889631296807,-0.870093806900627,-0.1187670601966673,79.09783515043661,7.18789437012041
21,0.6971897810218978,779.3212823285901,671.898241327021,802.9492733945613,865.6654777605784,565.5548499824026,849.2516204348527,677.3513174003485,1070.65859090387,516.3936196402425,714.856836365807,1.0,-7.312309196271713,-0.9981239489381092,0.12910250205891316,0.017622381071978475,647.8574509844163,-0.9016059521650277,-0.12306844106371978,79.09243814101927,12.159469183575107
22,0.730389294403893,779.3111670461581,672.1061350323,802.8540870606412,866.3281794887959,565.2205561171965,849.3640982356148,677.5539901525967,1070.683315177778,516.3595392718386,714.9815334085215,1.0,-7.64660306147789,-1.043754775519608,-0.07879120322013478,-0.010754931826428163,647.8353531589983,-0.9237037775831141,-0.12608477532656673,79.00524487998581,9.347749338043336
23,0.7635888077858881,779.286264245527,672.2853668434777,802.8247953399382,866.5810714093452,564.9694866926145,849.5273129053385,677.6607849786003,1070.6820189223072,516.3420957712182,715.0775111853718,1.0,-7.897672486059832,-1.0780255371620613,-0.2580230143978497,-0.03521992070288908,647.8141800083727,-0.9448769282087142,-0.12897489227138365,78.99141771583652,5.442097965807284
24,0.7967883211678832,779.2260930676749,672.3820909688052,802.6918323187297,866.545155303401,564.9311581321183,849.5117095432886,677.660548549522,1070.7228549577958,516.3236646075267,715.1722675619206,1.0,-7.9360010465560435,-1.0832573528761857,-0.3547471397253048,-0.04842268105370244,647.7748788376008,-0.9841780989805784,-0.13433946845597725,79.01115779580225,15.1975050061332
25,0.8299878345498783,779.1490836658015,672.4614900795139,802.4509058489845,866.4616197139803,565.6463608379456,848.953773789488,677.7010362928826,1070.6910320712989,516.3122560327191,715.1841101882087,1.0,-7.22079834072872,-0.9856327954524432,-0.4341462504339688,-0.059260591732194084,647.7306698492603,-1.0283870873211072,-0.14037395753960433,78.92247964461858,23.327706330702352
26,0.8631873479318735,779.0401645471936,672.5491595432552,802.1942172320948,865.8906299475664,566.4063880193808,848.5637690475537,677.7202511240048,1070.4888132893986,516.3144373942569,715.1597200003586,1.0,-6.460771159293586,-0.8818897354596955,-0.5218157141753181,-0.07122739852359969,647.6773009707252,-1.0817559658561322,-0.1476587637976517,78.9681110031057,16.03613038529383
27,0.8963868613138686,778.8908178110075,672.5970423080204,801.9687487702163,864.7989377338422,566.5994529705831,848.9198112780763,677.6645501762258,1070.1991229009518,516.319869629764,715.1642770399072,1.0,-6.2677062080912265,-0.855536534805394,-0.5696984789404951,-0.07776335494593764,647.6053437203857,-1.1537132161956833,-0.15748086690295535,79.2936037061292,7.704342152971635
28,0.9295863746958638,778.7496305731629,672.6085694180549,801.8441685415445,863.6288436777807,566.7950049085988,848.8466475377564,677.6461339934594,1069.9031375442682,516.3652891710716,715.1270214717078,1.0,-6.0721542700755435,-0.8288438625789198,-0.5812255889750304,-0.079336795603149,647.5574598721173,-1.2015970644640674,-0.16401697122255404,79.50776146743902,6.1772528634614305
29,0.9627858880778589,778.572839176487,672.5757926153734,801.7629730049659,861.795787419112,566.7202442623881,848.330195583069,677.5787287602021,1069.4808584158359,516.5352308581329,714.9751651303972,1.0,-6.146914916286278,-0.839048626822077,-0.5484487862935339,-0.07486279008069369,647.55403501731,-1.2050219192714167,-0.16448446097347896,79.73398554113878,6.083875365927339
30,0.995985401459854,778.2970618480193,672.4540082761927,801.6436695904038,858.9540222905366,566.4589288737615,848.592759922037,677.1654869798015,1068.9016047815105,516.827851806781,714.7878663872593,1.0,-6.408230304912877,-0.8747179537902614,-0.42666444711278473,-0.05823933198022325,647.5624568274002,-1.1966001091811904,-0.1633348911017961,80.34208442191081,8.112793711756368
31,1.0291849148418493,778.0451689303181,672.3201563943585,801.5768185448195,856.6544667011169,566.9716459776569,848.8061375772568,676.3711263173703,1068.488497711468,517.1017362132737,714.6686994310313,1.0,-5.895513201017479,-0.8047325077851731,-0.2928125652786093,-0.03996866463245264,647.573452571796,-1.1856043647853767,-0.16183398139963806,80.80909305544438,9.794273406402592
32,1.0623844282238444,777.9399295080173,672.275076053297,801.1748046423957,855.939991913682,567.4419775733772,848.4640330423654,675.5537046643285,1068.469158364297,517.2717807306183,714.6170984615576,1.0,-5.425181605297098,-0.7405326473812743,-0.24773222421708851,-0.03381523664793255,647.6058551193178,-1.1532018172636072,-0.15741106138627575,80.95800551681886,7.211333364028903
33,1.0955839416058395,777.9321118650804,672.1912763057444,799.9665074774005,855.9022671570286,567.0503681896403,848.6198256078391,675.0890917007127,1068.6144941319653,517.4447984362373,714.583882638628,1.0,-5.816790989034075,-0.7939869932035303,-0.16393247666451316,-0.02237664280539653,647.6884551506589,-1.070601785922463,-0.14613622778013255,81.36973753832882,6.4693489632769055
34,1.1287834549878346,777.9721971609832,671.8950480365176,798.7212225274786,855.8902724930657,566.7235722060378,848.7867461084115,674.9836397663654,1068.7224787002497,517.6726443714294,714.5516192704241,1.0,-6.143586972636513,-0.8385943653612459,0.13229579256233137,0.01805826249354137,647.8224207662063,-0.9366361703750954,-0.12785003587782084,81.81218375882968,10.61651615097352
35,1.1619829683698297,778.0945503331019,671.5012936612109,798.2923845546065,856.1361736412575,566.541391031944,848.5511661636666,674.9959634903878,1068.9947736334052,517.7954387458767,714.6497644788567,1.0,-6.325768146730297,-0.8634619397522991,0.5260501678690161,0.07180539782982491,647.9449945394892,-0.8140623970921297,-0.11111882069783133,81.88247317662288,12.604080707866713
36,1.1951824817518248,778.2355278186477,671.2112096271679,798.3154463573968,856.4695396291247,565.9786057655995,848.9349365030546,674.9031703541316,1069.5477323516448,517.6955917446594,715.0134953958298,1.0,-6.888553413074874,-0.940281647093783,0.8161342019119502,0.11140162028311727,647.9655597816536,-0.7934971549277634,-0.10831168273785124,81.95650033835577,10.737681474617112
37,1.22838199513382,778.1113703114883,670.9984461681715,798.5157325858253,856.4156257680806,565.8043742567002,849.3206358457012,674.5485774535297,1069.9954758585998,517.3444318448946,715.4604448331031,1.0,-7.062784921974185,-0.9640640989874603,1.028897660908342,0.1404436503974192,647.7279010781915,-1.031155858389866,-0.14075189242155162,81.97380077856343,12.713495691917174
38,1.261581508515815,777.6040621833433,670.8716592134366,798.8909904173303,856.1809629863985,566.4688427018993,848.7533898614236,674.2178461550081,1070.1134646499445,516.7158321539985,715.7645172088457,1.0,-6.398316476774994,-0.8733647247316322,1.1556846156432812,0.15774996124083893,647.1599471686709,-1.5991097679104769,-0.21827711513431464,81.61662534732399,15.815424542609193
39,1.2947810218978102,777.1022058636418,670.9676230365926,798.928547016594,856.4074164418714,566.9675686664388,848.5118698234351,674.2892302526117,1070.4681828771215,516.0073546908249,715.9689986143318,1.0,-5.899590512235591,-0.8052890572779307,1.0597207924872691,0.14465098148591912,646.5547802772332,-2.2042766593481247,-0.30088187803962496,81.33765209444309,9.435926137586119
40,1.3279805352798053,776.886177483217,671.1016218924004,798.8744852281391,856.6899979508669,566.8945183472456,848.9877862964,674.3344190569716,1071.1707855962452,515.4916425876665,716.0639610226401,1.0,-5.972640831428748,-0.8152603633465306,0.9257219366794516,0.1263602523164961,646.1889100354417,-2.570146901139651,-0.35082285300852994,81.34151801697033,3.330313995901722
41,1.3611800486618004,776.7768818103541,671.0686539730366,799.496788987013,856.4919729132934,566.8542429811266,848.7120956697272,674.2965820333372,1071.263661719016,515.1931212754627,716.0361319773449,1.0,-6.0129161975477246,-0.8207579163624913,0.9586898560432928,0.13086034510257358,645.9850015429083,-2.774055393673052,-0.37865618777687177,81.09903920207067,14.169297592721716
42,1.3943795620437955,776.7674292193863,671.2054837247978,800.1019597067577,856.8504938457879,566.4112400386356,847.9667572710943,674.6326228464259,1071.3670086744116,515.0470722114891,716.088026592029,1.0,-6.455919140038759,-0.8812274389827603,0.8218601042821092,0.11218320105760793,645.9072507154376,-2.851806221143761,-0.3892691092036404,80.65876844443878,31.26308150086051
43,1.4275790754257909,776.8254612412439,671.6351270447367,800.1398528294797,857.7727254168874,565.0718607878475,848.225699039826,673.9573154243076,1073.5873671434465,514.7864886525779,716.1917491492866,1.0,-7.795298390826815,-1.0640515607532075,0.39221678434319074,0.05353725548531708,645.805974946911,-2.953081989670409,-0.4030931649567942,80.53495478767688,33.96807179934315
44,1.460778588807786,776.5006990123993,671.8814514426268,800.219850052359,858.356483806193,563.9903453392847,848.7729070827006,671.2010624035674,1076.9754264034787,514.100944960792,716.1445399207072,1.0,-8.876813839389683,-1.2116774941461133,0.14589238645305613,0.019914185926488845,645.3008219865957,-3.4582349499856946,-0.47204611183501777,80.42789486237241,26.70739820717143
45,1.493978102189781,775.8684398480369,671.8718377367877,799.0826531089899,860.4112186952229,563.4739488604498,848.3785924843036,668.8068096749298,1078.4331148739507,513.4291180650864,716.0814598588572,1.0,-9.393210318224533,-1.2821651716823932,0.15550609229217116,0.021226448548118594,644.6487789565617,-4.110277980019646,-0.561049427551876,80.05711707835505,24.19797491198332
46,1.5271776155717762,775.5204058023404,671.957580849342,795.4241347018701,864.3344258187967,562.5884333363317,848.0035265357046,668.626517987923,1077.8391553100219,513.3299648769,716.1291111339928,1.0,-10.278725842342624,-1.403037283084547,0.06976297973790224,0.009522587045578875,644.4251853396202,-4.333871596961217,-0.5915697649594989,80.08096337386911,19.819047604380316
47,1.5603771289537713,775.4431340831987,672.0943158365482,791.8506133604154,866.6519155101186,562.014590056139,848.1695245788602,669.0313458285598,1077.0824076179424,513.4658342197446,716.1443903150843,1.0,-10.852569122535328,-1.4813663998551527,-0.06697200746828003,-0.009141621718708885,644.4544841514717,-4.304572785109713,-0.5875705022095965,80.58194578008953,7.437474859202251
48,1.5935766423357665,775.347744286893,672.0982693655714,790.1361280123606,866.9419360852031,562.204808520336,847.9196473809793,668.7819584481138,1076.7238391891904,513.4727909971642,716.1078340959951,1.0,-10.662350658338369,-1.455401742241657,-0.07092553649147249,-0.009681275047766997,644.4102676420287,-4.3487892945527165,-0.5936060179172764,80.88901108735048,8.011610845856584
49,1.6267761557177616,775.2015063823443,672.0499634876012,787.9223564386061,867.8419791957604,561.6399366186613,847.7775566252611,668.5068929536365,1076.4976342836108,513.4751438323793,716.1050818943688,1.0,-11.227222560013047,-1.5325062735203911,-0.02261965852130743,-0.003087564034960426,644.3383251073618,-4.420731829219562,-0.6034261123458464,81.21549234090207,30.197013140379653
50,1.6599756690997567,774.9219122608507,672.0356867464635,784.6273365321423,869.3060700583646,560.1285339096314,848.4384251697292,668.4406494152837,1076.344193593159,513.4541507270869,716.1245510605297,1.0,-12.738625269042927,-1.738811450158959,-0.008342917383629356,-0.0011388010847323453,644.1880314939688,-4.5710254426126085,-0.6239410619839895,81.87289346904312,47.37559262687046
51,1.6931751824817518,774.5741224172708,672.0321599117605,782.8263863925591,870.1843053947659,558.7375157155496,848.9647336664675,668.3001379546824,1076.2777746163943,513.4490601636352,716.1378223368812,1.0,-14.129643463124694,-1.928684243507133,-0.004816082680576983,-0.0006573911652971233,644.011591290453,-4.747465646128376,-0.6480249988030716,82.20587200263209,43.899667287847066
52,1.726374695863747,774.349521609153,671.9963227472992,783.1005018898857,870.5631328144466,557.4357708496825,849.1299825878868,668.2331415434845,1076.067122013429,513.5144612371746,716.1367119958693,1.0,-15.43138832899183,-2.1063713039355516,0.03102108178063645,0.004234351121668619,643.9319914231638,-4.827065513417551,-0.6588903125830374,82.05101261396888,34.877643027962534
53,1.759574209245742,774.1376970980508,671.9154601441487,783.6093996925498,870.3710371744327,556.2873363655247,849.3335112243691,668.2640795924804,1075.361294112392,513.4152577969122,716.1523647940705,1.0,-16.57982281314969,-2.263131628431785,0.11188368493117196,0.01527202726632335,643.7764774474815,-4.982579489099862,-0.6801178372071651,81.98013507545758,34.68111150213841
54,1.7927737226277372,773.8162284265601,671.8254449547369,783.3289173556608,869.9529799287259,555.2182208458864,849.4564505526056,668.1963622641115,1074.498229520258,513.3842582796801,716.1721952391754,1.0,-17.648938332787907,-2.4090649821357553,0.20189887434298726,0.027559023604763526,643.60024335312,-5.158813583461324,-0.7041736403030299,82.11673681270034,41.1081886234053
55,1.8259732360097325,773.413596622192,671.7826437299836,783.0656396974593,870.9460579347985,553.6386468428058,849.3798606302609,668.6563980394291,1074.0823773209545,513.4719732053063,716.1012335180604,1.0,-19.228512335868572,-2.6246754820854443,0.24470009909623514,0.03340135416319795,643.4427849137492,-5.316272022832209,-0.7256665825569804,81.85541060059253,42.811775409809115
56,1.8591727493917276,772.9251009739693,671.8839946771819,783.1759503448966,874.0419865916326,552.289030439428,848.9379754850139,670.1681705528819,1074.0169257409432,512.7381374916387,716.0244686206854,1.0,-20.57812873924638,-2.808896966425567,0.14334915189795083,0.019567036585688015,642.831619232804,-5.9274377037774,-0.8090901750975543,80.89186878890283,34.73480618022042
57,1.8923722627737227,772.5651109587352,672.1634138072246,782.4890358268036,877.2701554219258,551.5764143271339,848.4717706211421,671.6297929078205,1074.0953435117244,511.47056064704674,716.0902212175397,1.0,-21.290744851540467,-2.9061684560450916,-0.13606997814474653,-0.01857343559637819,642.017835802891,-6.741221133690374,-0.9201709170141129,80.12098364834205,30.96623416786235
58,1.9255717761557178,772.4616050321087,672.4252933355951,782.2035546853065,878.1761744552834,550.4277907312002,848.187654026866,672.4243649910638,1074.2712207981615,510.97040327199323,716.1019040712919,1.0,-22.43936844747418,-3.0629545941369263,-0.3979495065152605,-0.05431976715693359,641.7160041520509,-7.04305278453046,-0.9613706791090499,79.91685818640369,49.53623599988619
59,1.958771289537713,772.1677035057261,672.4610399534292,783.9986403715942,877.5900261132687,548.2521824745025,847.8200732827614,673.6464142520533,1074.3466028122657,510.6228803036595,715.794929261061,1.0,-24.614976704171795,-3.3599232597432116,-0.43369612434935334,-0.059199149906768334,641.3952919046928,-7.3637650318885335,-1.0051476264746058,79.50189960309972,91.31172252965844
60,1.991970802919708,771.6932342622886,672.3755805774406,783.5836149618451,878.9376068799268,544.4517103442386,847.9772276479962,675.1003605356501,1074.5656844730352,509.83125199640136,715.3334260787142,1.0,-28.41544883443578,-3.878684453870835,-0.34823674836070495,-0.04753401820267309,640.7622431293449,-7.996813807236435,-1.09155824267815,79.32846324155096,142.9923649156049
61,2.025170316301703,771.6612187286563,672.4193918615213,778.2391859475485,882.411542574968,538.7516357850117,848.5577162395417,675.4929023099988,1075.261175770073,509.61062312531715,715.0366730279699,1.0,-34.11552339366267,-4.656739754267324,-0.3920480324413802,-0.05351422099510271,640.6359209269867,-8.123136009594646,-1.1088011152197845,80.15981741948697,180.70753468268444
62,2.0583698296836985,771.3765483311516,672.5700890825065,773.9001778214937,884.1376100109687,532.4470142970443,848.4847383211327,675.3261163987252,1075.7933706834356,509.2566602028029,714.7940748644671,1.0,-40.420144881629994,-5.517315193191388,-0.542745253426574,-0.07408426272425053,640.3166042669773,-8.442452669604108,-1.1523875661063083,80.91701910150721,184.01610414226752
63,2.0915693430656934,769.5956819978918,672.5586549742204,774.2118675878478,881.9412837835057,526.6103354934595,847.7617468533244,674.8921382929547,1075.5941622534183,507.58477625984835,714.3060358874579,1.0,-46.25682368521484,-6.314016856065245,-0.5313111451405348,-0.07252351672613734,638.5902291288701,-10.168827807711295,-1.3880362953852459,80.87744355604437,174.44052422845783
64,2.1247688564476888,767.1624249165922,672.2331420874344,775.431484189196,877.4617504702794,520.8302078368441,847.5542045618342,673.1670626558002,1075.1647379263075,506.22377599685905,713.7911834218821,1.0,-52.03695134183022,-7.102999335762475,-0.20579825835454812,-0.028091286186059963,636.6931004567256,-12.0659564798558,-1.646992735964926,80.99296287819485,200.0408448497141
65,2.1579683698296837,765.5661521900438,671.7893213250155,774.7710077951275,875.3559722655809,513.5310513870231,849.3586298433133,671.210559675676,1074.8306858154797,505.6602603938853,713.6396733978149,1.0,-59.336107791651216,-8.099327946063447,0.23802250406436087,0.03248986815464376,635.6132062919646,-13.145850644616758,-1.7943973655060286,81.72788005615975,252.14784134276618
66,2.191167883211679,764.769483343752,671.6861098228721,773.0072528406872,879.8239520305998,504.3763743785317,850.942767476155,670.7554300225537,1074.9343959058824,503.6365273070404,713.6172399362923,1.0,-68.49078480014265,-9.348933525054454,0.3412340062077419,0.04657814989028354,634.2030053253961,-14.55605161118524,-1.986888590886013,81.59706294743941,265.04722826624055
67,2.224367396593674,764.2999491239177,671.9239068426173,771.1502708334477,887.3362404207406,496.13045331033237,848.1511821045008,670.6755240387906,1076.669441805049,500.24161788289877,713.465153740137,1.0,-76.73670586834197,-10.474494695719867,0.10343698646261146,0.014119060152292164,632.2707835034082,-16.488273433173163,-2.2506352163939027,80.06957969049081,233.40154443521976
68,2.2575669099756692,763.6148020304803,671.8823654609351,768.2516310724387,891.7509838735821,489.5951440786548,844.7824986576195,669.800166506321,1079.6249123887355,497.5806087052809,713.5280549873952,1.0,-83.27201510001953,-11.3665588142858,0.1449783681447343,0.019789423209429634,630.5977053678806,-18.161351568700752,-2.4790089504212123,79.22439575897654,227.77156685463746
69,2.290766423357664,762.1351332342992,671.573063682207,763.4523902383867,894.6467574528241,481.7640727195278,846.7336396670953,669.225462542679,1081.5576002227376,496.1710675726557,713.6369992513622,1.0,-91.10308645914654,-12.435493354604919,0.4542801468728612,0.062008851369702925,629.1531004034775,-19.605956533103836,-2.676196292069836,80.00846494654672,259.8261963263704
70,2.3239659367396595,760.626203796342,671.5959088693905,759.5006839249043,897.5253542705785,472.52532909328744,850.135889189991,669.7320023725099,1082.1221927030258,495.6903606705397,713.0861894609152,1.0,-100.3418300853869,-13.696573954991933,0.43143495968934076,0.058890502865310924,628.1582822334408,-20.600774703140587,-2.8119881211214217,80.90855581802339,274.40867864007333
71,2.3571654501216543,760.1151682528857,671.7714863406828,758.0185541278013,897.749168360272,463.9354109444918,850.0598162300353,670.6571916045378,1082.424618896493,495.2902246652601,712.3055368124548,1.0,-108.93174823418252,-14.869090432837604,0.255857488397055,0.034924328256587256,627.702696459073,-21.056360477508406,-2.8741751895271017,81.32050993701912,265.8202519899856
72,2.3903649635036497,760.0838425602151,671.6691891962586,755.8185143600793,898.0330966018737,455.3364589137795,848.6624055775212,671.3117354742842,1082.362818514565,494.1198804768046,711.9307471981773,1.0,-117.53070026489485,-16.042840027835588,0.35815463282131077,0.04888780094588355,627.1018615185098,-21.657195418071524,-2.956188644844421,81.74887159703034,250.05206187474855
73,2.4235644768856446,759.8377101466243,671.5920724030813,751.1061584793039,901.2725265512647,447.1283388093667,847.9222959060589,671.6662008638684,1081.940328329112,493.0383265827935,711.4391059423405,1.0,-125.73882036930763,-17.163241399286342,0.43527142599862145,0.059414177234078,626.4380183647089,-22.321038571872464,-3.0468026673593824,82.22268480678645,216.62735677281665
74,2.45676399026764,759.54981777443,671.8403032855698,745.1373902286207,903.8778525855244,440.9334794918183,847.3153721890953,671.8929456378071,1082.0851117322838,492.5361925759155,710.8318052891409,1.0,-131.93367968685607,-18.008834395859857,0.18704054351007926,0.025530874158740027,626.0430051751728,-22.716051761408607,-3.100721629760956,83.02114934748806,195.13837590196394
75,2.4899635036496353,759.2221259802129,672.1461129421033,739.3063359115164,904.1714505143985,434.57343569657786,847.1967434189437,671.9781612122495,1082.720155781677,491.90578736144835,710.4330553646837,1.0,-138.29372348209648,-18.876974932307817,-0.11876911302340432,-0.016211882309796127,625.5639566708306,-23.19510026575074,-3.1661113407336066,84.31583424466139,213.781117117497
76,2.52316301703163,758.675470092897,672.2405313824363,735.8109644388805,904.0323857982428,426.53215775413406,847.5778382551563,671.9466885803131,1082.9086436261687,491.50774471711884,709.3987011571156,1.0,-146.33500142454028,-19.974602491398617,-0.2131875533564198,-0.029099918631594033,625.0916074050078,-23.66744953157354,-3.230586611380183,85.28890953029082,225.2659766824203
77,2.5563625304136255,758.1525986381747,672.1479269599506,734.9334209035087,903.8780536642898,419.39307064626,847.6853626238141,671.9081216742218,1082.735530177793,491.4790227596317,707.7009093068218,1.0,-153.47408853241433,-20.94908177347787,-0.12058313087072747,-0.016459494193896647,624.8158106989032,-23.94324623767818,-3.2682326257940217,85.62428892883966,199.254395230697
