frame,time,fps,frame_width_px,frame_height_px,tracked_x,tracked_y,marker_detected,marker_radius,marker_score,pose_wrist_x,pose_wrist_y
49,0.8125316455696202,60.30534351145038,1920,1080,1026.9881591796875,407.0943298339844,1.0,21.54075813293457,0.7247711045167233,,
50,0.8291139240506329,60.30534351145038,1920,1080,1026.6912841796875,402.74005126953125,1.0,21.739276885986328,0.719353618761484,,
51,0.8456962025316456,60.30534351145038,1920,1080,1026.341064453125,397.9690856933594,1.0,21.83310890197754,0.7185999643998896,,
52,0.8622784810126582,60.30534351145038,1920,1080,1026.198974609375,393.389404296875,1.0,22.011219024658203,0.6994313776637464,,
53,0.8788607594936709,60.30534351145038,1920,1080,1026.048583984375,389.55230712890625,1.0,22.03196144104004,0.7126306877450215,,
54,0.8954430379746835,60.30534351145038,1920,1080,1025.669189453125,385.42236328125,1.0,21.75860595703125,0.7461592935830214,,
55,0.9120253164556962,60.30534351145038,1920,1080,1025.3931884765625,381.39923095703125,1.0,21.601234436035156,0.7169258817804374,,
56,0.9286075949367089,60.30534351145038,1920,1080,1025.296875,378.064453125,1.0,21.601234436035156,0.7280234774195452,,
57,0.9451898734177215,60.30534351145038,1920,1080,1025.4219970703125,374.1100158691406,1.0,21.567691802978516,0.7425586258989115,,
58,0.9617721518987342,60.30534351145038,1920,1080,1025.323486328125,370.4151306152344,1.0,21.084218978881836,0.7510426051605805,,
59,0.9783544303797468,60.30534351145038,1920,1080,1025.604736328125,366.54925537109375,1.0,21.547443389892578,0.7105342043332974,,
60,0.9949367088607595,60.30534351145038,1920,1080,1026.09912109375,362.5545654296875,1.0,22.011219024658203,0.705052419310388,,
61,1.0115189873417723,60.30534351145038,1920,1080,1026.5047607421875,359.198486328125,1.0,21.75860595703125,0.7257927546936068,,
62,1.0281012658227848,60.30534351145038,1920,1080,1026.67041015625,356.1615295410156,1.0,21.75860595703125,0.7116704786703256,,
63,1.0446835443037974,60.30534351145038,1920,1080,1026.8052978515625,352.6600341796875,1.0,21.941192626953125,0.7271719774569085,,
64,1.0612658227848102,60.30534351145038,1920,1080,1026.728759765625,349.4044494628906,1.0,21.75860595703125,0.7310758384918046,,
65,1.0778481012658228,60.30534351145038,1920,1080,1026.7822265625,346.0435791015625,1.0,21.739276885986328,0.7099830560771536,,
66,1.0944303797468355,60.30534351145038,1920,1080,1026.9449462890625,342.567626953125,1.0,21.731412887573242,0.7243958170238308,,
67,1.1110126582278481,60.30534351145038,1920,1080,1027.192626953125,339.3777160644531,1.0,21.483837127685547,0.7512609965079639,,
68,1.1275949367088607,60.30534351145038,1920,1080,1027.4844970703125,336.668212890625,1.0,21.959163665771484,0.7302321271952185,,
69,1.1441772151898735,60.30534351145038,1920,1080,1027.8902587890625,333.243896484375,1.0,21.931798934936523,0.7295397324209264,,
70,1.160759493670886,60.30534351145038,1920,1080,1028.425537109375,330.65435791015625,1.0,21.959163665771484,0.7209513029327721,,
71,1.1773417721518988,60.30534351145038,1920,1080,1028.79638671875,327.9273681640625,1.0,21.739276885986328,0.7375231906480328,,
72,1.1939240506329114,60.30534351145038,1920,1080,1028.7945556640625,325.3555603027344,1.0,21.75860595703125,0.7522045656375135,,
73,1.210506329113924,60.30534351145038,1920,1080,1028.8570556640625,322.5513610839844,1.0,21.938642501831055,0.6960271547750542,,
74,1.2270886075949368,60.30534351145038,1920,1080,1028.9996337890625,320.249267578125,1.0,21.731412887573242,0.7170889408228989,,
75,1.2436708860759493,60.30534351145038,1920,1080,1029.058837890625,317.572998046875,1.0,21.71961784362793,0.7369563171956853,,
76,1.2602531645569621,60.30534351145038,1920,1080,1029.2230224609375,314.98834228515625,1.0,21.69818687438965,0.7209513029327721,,
77,1.2768354430379747,60.30534351145038,1920,1080,1029.4803466796875,312.7833251953125,1.0,21.959163665771484,0.7186760250652883,,
78,1.2934177215189873,60.30534351145038,1920,1080,1029.7452392578125,310.751953125,1.0,21.752174377441406,0.7565404643519525,,
79,1.31,60.30534351145038,1920,1080,1030.1861572265625,308.53271484375,1.0,21.996938705444336,0.6916541250898384,,
80,1.3265822784810126,60.30534351145038,1920,1080,1030.1822509765625,306.44708251953125,1.0,21.72113800048828,0.7393924409186171,,
81,1.3431645569620254,60.30534351145038,1920,1080,1030.6170654296875,304.1015625,1.0,22.148651123046875,0.7186760250652883,,
82,1.359746835443038,60.30534351145038,1920,1080,1030.8236083984375,302.2697448730469,1.0,21.938642501831055,0.7295745288813359,,
83,1.3763291139240506,60.30534351145038,1920,1080,1030.7540283203125,301.0418701171875,1.0,21.75860595703125,0.7222988966610207,,
84,1.3929113924050633,60.30534351145038,1920,1080,1030.94921875,299.4539794921875,1.0,22.14168930053711,0.7548129442423597,,
85,1.409493670886076,60.30534351145038,1920,1080,1030.8892822265625,298.2580871582031,1.0,21.938642501831055,0.7539391790877051,,
86,1.4260759493670887,60.30534351145038,1920,1080,1030.978515625,296.92266845703125,1.0,21.942079544067383,0.7189572134826921,,
87,1.4426582278481013,60.30534351145038,1920,1080,1031.0167236328125,295.8186950683594,1.0,21.942079544067383,0.7496606374557225,,
88,1.4592405063291138,60.30534351145038,1920,1080,1031.1695556640625,294.54718017578125,1.0,21.92308807373047,0.7088087764353668,,
89,1.4758227848101266,60.30534351145038,1920,1080,1031.2313232421875,293.80596923828125,1.0,21.70124626159668,0.7470844840624039,,
90,1.4924050632911392,60.30534351145038,1920,1080,1031.2833251953125,293.17669677734375,1.0,21.528711318969727,0.743732927008979,,
91,1.508987341772152,60.30534351145038,1920,1080,1031.6043701171875,292.0960998535156,1.0,21.71486473083496,0.7479432018601767,,
92,1.5255696202531646,60.30534351145038,1920,1080,1031.787841796875,291.6721496582031,1.0,21.752174377441406,0.7352621647423618,,
93,1.5421518987341771,60.30534351145038,1920,1080,1031.9901123046875,290.9716796875,1.0,21.942079544067383,0.7230332638686505,,
94,1.55873417721519,60.30534351145038,1920,1080,1032.386962890625,290.4511413574219,1.0,22.172330856323242,0.7303754022175138,,
95,1.5753164556962025,60.30534351145038,1920,1080,1032.7310791015625,289.94024658203125,1.0,22.148651123046875,0.7344150885157001,,
96,1.5918987341772153,60.30534351145038,1920,1080,1033.0159912109375,289.75982666015625,1.0,21.942079544067383,0.7212508035090445,,
97,1.6084810126582278,60.30534351145038,1920,1080,1033.2569580078125,290.1220397949219,1.0,21.92308807373047,0.7270327230311637,,
98,1.6250632911392404,60.30534351145038,1920,1080,1033.326904296875,290.6220703125,1.0,21.769044876098633,0.6928159568291485,,
99,1.6416455696202532,60.30534351145038,1920,1080,1033.501953125,290.90814208984375,1.0,21.497825622558594,0.7556816834406428,,
100,1.6582278481012658,60.30534351145038,1920,1080,1033.885498046875,290.75006103515625,1.0,21.72113800048828,0.7393924409186171,,
101,1.6748101265822786,60.30534351145038,1920,1080,1034.221435546875,290.931640625,1.0,21.69818687438965,0.7328824116072765,,
102,1.6913924050632911,60.30534351145038,1920,1080,1034.9742431640625,291.363037109375,1.0,21.92308807373047,0.7247286590037688,,
103,1.7079746835443037,60.30534351145038,1920,1080,1035.338134765625,291.8663330078125,1.0,21.69818687438965,0.7428779693246499,,
104,1.7245569620253165,60.30534351145038,1920,1080,1035.74853515625,292.4151916503906,1.0,21.478803634643555,0.7688195001929876,,
105,1.741139240506329,60.30534351145038,1920,1080,1036.3153076171875,293.0533142089844,1.0,21.51067352294922,0.7428877966440092,,
106,1.7577215189873419,60.30534351145038,1920,1080,1037.0843505859375,293.2031555175781,1.0,22.154273986816406,0.7280959745431544,,
107,1.7743037974683544,60.30534351145038,1920,1080,1037.5731201171875,293.8438720703125,1.0,21.914705276489258,0.7428779693246499,,
108,1.790886075949367,60.30534351145038,1920,1080,1038.0472412109375,294.6980285644531,1.0,21.578100204467773,0.7437315079405953,,
109,1.8074683544303798,60.30534351145038,1920,1080,1038.7083740234375,295.10430908203125,1.0,21.752174377441406,0.7445241409134254,,
110,1.8240506329113924,60.30534351145038,1920,1080,1039.2489013671875,295.5765686035156,1.0,21.92308807373047,0.6974313780499597,,
111,1.8406329113924051,60.30534351145038,1920,1080,1039.61181640625,295.9985046386719,1.0,21.497825622558594,0.7470844840624039,,
112,1.8572151898734177,60.30534351145038,1920,1080,1039.8651123046875,296.142333984375,1.0,21.71486473083496,0.7310267836090534,,
113,1.8737974683544303,60.30534351145038,1920,1080,1040.0838623046875,296.5027770996094,1.0,21.72113800048828,0.737681874253681,,
114,1.890379746835443,60.30534351145038,1920,1080,1040.4228515625,296.3692321777344,1.0,21.91506004333496,0.7329735811767355,,
115,1.9069620253164556,60.30534351145038,1920,1080,1040.761474609375,297.0863037109375,1.0,21.97254753112793,0.7060572737804705,,
116,1.9235443037974684,60.30534351145038,1920,1080,1041.03173828125,297.79949951171875,1.0,21.942079544067383,0.7377752013613439,,
117,1.940126582278481,60.30534351145038,1920,1080,1041.11865234375,298.1062316894531,1.0,21.942079544067383,0.7530955086468141,,
118,1.9567088607594936,60.30534351145038,1920,1080,1040.9769287109375,298.8129577636719,1.0,21.752174377441406,0.7228543740482261,,
119,1.9732911392405064,60.30534351145038,1920,1080,1040.6851806640625,299.48870849609375,1.0,21.81094741821289,0.7428877966440092,,
120,1.989873417721519,60.30534351145038,1920,1080,1040.6502685546875,299.7618408203125,1.0,21.985868453979492,0.6896814388158404,,
121,2.0064556962025315,60.30534351145038,1920,1080,1040.5262451171875,299.7897644042969,1.0,22.172330856323242,0.7445800032356407,,
122,2.0230379746835445,60.30534351145038,1920,1080,1040.1524658203125,300.3553771972656,1.0,21.72113800048828,0.7470899909108294,,
123,2.039620253164557,60.30534351145038,1920,1080,1039.9736328125,300.6081237792969,1.0,21.72113800048828,0.7617430348804474,,
124,2.0562025316455697,60.30534351145038,1920,1080,1039.917724609375,300.673828125,1.0,21.72113800048828,0.7058736801366087,,
125,2.0727848101265822,60.30534351145038,1920,1080,1039.6007080078125,300.57501220703125,1.0,21.732994079589844,0.7015554745730379,,
126,2.089367088607595,60.30534351145038,1920,1080,1039.45751953125,300.8397521972656,1.0,21.497825622558594,0.7496624605956109,,
127,2.105949367088608,60.30534351145038,1920,1080,1039.419189453125,301.2596435546875,1.0,21.732994079589844,0.7379326327863789,,
128,2.1225316455696204,60.30534351145038,1920,1080,1039.2459716796875,301.78515625,1.0,21.769044876098633,0.7184798455851387,,
129,2.139113924050633,60.30534351145038,1920,1080,1039.180908203125,301.7666015625,1.0,21.92308807373047,0.7174913996716522,,
130,2.1556962025316455,60.30534351145038,1920,1080,1039.0264892578125,301.9728698730469,1.0,21.942079544067383,0.7296289559093855,,
131,2.172278481012658,60.30534351145038,1920,1080,1038.9635009765625,302.04705810546875,1.0,21.942079544067383,0.7411770466702146,,
132,2.188860759493671,60.30534351145038,1920,1080,1038.951904296875,302.052001953125,1.0,21.942079544067383,0.7574228854762204,,
133,2.2054430379746837,60.30534351145038,1920,1080,1038.8848876953125,302.1812744140625,1.0,21.956825256347656,0.7353894209970392,,
134,2.2220253164556962,60.30534351145038,1920,1080,1038.936767578125,302.0851135253906,1.0,21.942079544067383,0.7387321001833893,,
135,2.238607594936709,60.30534351145038,1920,1080,1038.89697265625,302.1684265136719,1.0,21.956825256347656,0.7313245967421423,,
136,2.2551898734177214,60.30534351145038,1920,1080,1038.7479248046875,302.8392333984375,1.0,21.772111892700195,0.7159620203332957,,
137,2.2717721518987344,60.30534351145038,1920,1080,1038.6837158203125,302.7873840332031,1.0,21.985868453979492,0.7200138710425955,,
138,2.288354430379747,60.30534351145038,1920,1080,1038.6636962890625,302.70489501953125,1.0,21.985868453979492,0.6941266856916274,,
139,2.3049367088607595,60.30534351145038,1920,1080,1038.541015625,302.9823303222656,1.0,21.96562957763672,0.7295745288813359,,
140,2.321518987341772,60.30534351145038,1920,1080,1038.5997314453125,303.168212890625,1.0,21.772111892700195,0.7279097838068777,,
141,2.3381012658227847,60.30534351145038,1920,1080,1038.6519775390625,302.91900634765625,1.0,21.94476318359375,0.7320716464930233,,
142,2.3546835443037977,60.30534351145038,1920,1080,1038.68212890625,302.7610778808594,1.0,21.94476318359375,0.741200374050837,,
143,2.3712658227848102,60.30534351145038,1920,1080,1038.57275390625,302.9552917480469,1.0,21.96562957763672,0.7295745288813359,,
144,2.387848101265823,60.30534351145038,1920,1080,1038.5120849609375,303.0710754394531,1.0,21.96562957763672,0.7361381062713208,,
145,2.4044303797468354,60.30534351145038,1920,1080,1038.48681640625,303.12432861328125,1.0,21.96562957763672,0.7206563750085794,,
146,2.421012658227848,60.30534351145038,1920,1080,1038.5965576171875,303.1878662109375,1.0,21.772111892700195,0.7287421563441068,,
147,2.437594936708861,60.30534351145038,1920,1080,1038.729736328125,303.0671691894531,1.0,21.752174377441406,0.7285447046020465,,
148,2.4541772151898735,60.30534351145038,1920,1080,1038.9315185546875,302.71160888671875,1.0,21.72113800048828,0.741841242115527,,
149,2.470759493670886,60.30534351145038,1920,1080,1039.16796875,302.5370788574219,1.0,21.92308807373047,0.7123612757443188,,
150,2.4873417721518987,60.30534351145038,1920,1080,1039.4466552734375,302.1289367675781,1.0,21.914705276489258,0.7131857679616157,,
151,2.5039240506329112,60.30534351145038,1920,1080,1039.5618896484375,302.5561218261719,1.0,21.497825622558594,0.7310758384918046,,
152,2.5205063291139242,60.30534351145038,1920,1080,1039.5845947265625,302.8260803222656,1.0,21.497825622558594,0.7428135742484893,,
153,2.537088607594937,60.30534351145038,1920,1080,1039.88916015625,302.6867370605469,1.0,21.72113800048828,0.7378255288644929,,
154,2.5536708860759494,60.30534351145038,1920,1080,1040.03076171875,302.5891418457031,1.0,21.72113800048828,0.7470899909108294,,
155,2.570253164556962,60.30534351145038,1920,1080,1040.0721435546875,302.53558349609375,1.0,21.72113800048828,0.7470899909108294,,
156,2.5868354430379745,60.30534351145038,1920,1080,1040.0653076171875,302.5137023925781,1.0,21.72113800048828,0.7149075492250353,,
157,2.6034177215189875,60.30534351145038,1920,1080,1040.49658203125,302.2498474121094,1.0,22.152395248413086,0.69853328617655,,
