label,bout,start_s,end_s,movement_time_s,displacement_px,path_length_px,straightness,peak_speed_px_s,mean_speed_px_s,sparc,ldj
H,1,0.0,2.6034177215189875,2.6034177215189875,417.908194202873,459.62341372057404,0.9092404384275741,563.1735403416167,175.79955928908555,-7.479358389477463,-14.11541789460421
