frame,time,NOSE_X,NOSE_Y,NOSE_Z,NOSE_v,LEFT_SHOULDER_X,LEFT_SHOULDER_Y,LEFT_SHOULDER_Z,LEFT_SHOULDER_v,RIGHT_SHOULDER_X,RIGHT_SHOULDER_Y,RIGHT_SHOULDER_Z,RIGHT_SHOULDER_v,LEFT_ELBOW_X,LEFT_ELBOW_Y,LEFT_ELBOW_Z,LEFT_ELBOW_v,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,RIGHT_ELBOW_Z,RIGHT_ELBOW_v,LEFT_WRIST_X,LEFT_WRIST_Y,LEFT_WRIST_Z,LEFT_WRIST_v,RIGHT_WRIST_X,RIGHT_WRIST_Y,RIGHT_WRIST_Z,RIGHT_WRIST_v,LEFT_HIP_X,LEFT_HIP_Y,LEFT_HIP_Z,LEFT_HIP_v,RIGHT_HIP_X,RIGHT_HIP_Y,RIGHT_HIP_Z,RIGHT_HIP_v,LEFT_INDEX_X,LEFT_INDEX_Y,LEFT_INDEX_Z,LEFT_INDEX_v,RIGHT_INDEX_X,RIGHT_INDEX_Y,RIGHT_INDEX_Z,RIGHT_INDEX_v
1,0.01704275905118602,0.07691550254821777,-0.4298950135707855,-0.1759423464536667,0.9999963045120239,0.10777284950017929,-0.35378387570381165,0.08957801014184952,0.9999974966049194,-0.14092326164245605,-0.44207701086997986,0.019167408347129822,0.9999951124191284,0.17216971516609192,-0.15242914855480194,0.08558206260204315,0.9269360303878784,-0.281202107667923,-0.17095424234867096,-0.05664684623479843,0.9816416501998901,0.2876698970794678,-0.05528619512915611,0.012700057588517666,0.9852740168571472,-0.2705608904361725,-0.11832545697689056,-0.20022691786289215,0.9885966181755066,0.07418353855609894,-0.006379294209182262,0.08643507957458496,0.9999797344207764,-0.0705844983458519,0.003324461169540882,-0.08394760638475418,0.9999794960021973,0.307929664850235,-0.06140846014022827,-0.02465650998055935,0.9835464954376221,-0.18519675731658936,-0.17380008101463318,-0.2855798602104187,0.9914385080337524
2,0.03408551810237204,0.07683689147233963,-0.4292616844177246,-0.20983071625232697,0.999996542930603,0.10473568737506866,-0.3539016842842102,0.07198230922222137,0.9999974966049194,-0.1451726257801056,-0.43943071365356445,-0.006164070218801498,0.9999952912330627,0.16865527629852295,-0.15423662960529327,0.07266049087047577,0.9263363480567932,-0.28156304359436035,-0.1707177311182022,-0.09454385191202164,0.9822744131088257,0.2837771475315094,-0.05522320419549942,-0.00033263201476074755,0.9852591156959534,-0.2659118175506592,-0.1162472739815712,-0.2456565797328949,0.9889405369758606,0.07416512072086334,-0.007391830440610647,0.08643123507499695,0.999979555606842,-0.070579893887043,0.004191962070763111,-0.08392322063446045,0.9999793171882629,0.3005415201187134,-0.05826730653643608,-0.038725435733795166,0.983549177646637,-0.17931847274303436,-0.1728646457195282,-0.3293105661869049,0.9916234612464905
3,0.051128277153558055,0.07530421018600464,-0.42923298478126526,-0.22996769845485687,0.9999966621398926,0.10097447782754898,-0.35464712977409363,0.056358616799116135,0.9999973773956299,-0.15926633775234222,-0.43580177426338196,-0.02152101695537567,0.9999953508377075,0.1686926633119583,-0.15900583565235138,0.05590762197971344,0.9253012537956238,-0.28406792879104614,-0.1688736528158188,-0.1200343668460846,0.9828500151634216,0.27960753440856934,-0.05529092997312546,-0.021381672471761703,0.9847644567489624,-0.26425305008888245,-0.11382526904344559,-0.27939897775650024,0.9894198775291443,0.07426637411117554,-0.009953522123396397,0.0860992893576622,0.9999791979789734,-0.07076002657413483,0.00642519211396575,-0.08338774740695953,0.9999788999557495,0.28724339604377747,-0.05542335286736488,-0.06181415542960167,0.9830296039581299,-0.1778259128332138,-0.1725761443376541,-0.363158255815506,0.9919188022613525
4,0.06817103620474407,0.06939511746168137,-0.4369853436946869,-0.22423754632472992,0.9999963641166687,0.09705033898353577,-0.36015331745147705,0.056771378964185715,0.9999969005584717,-0.17111395299434662,-0.4373144507408142,-0.0193129014223814,0.9999951124191284,0.16870588064193726,-0.1629439890384674,0.057242654263973236,0.9207403063774109,-0.2859836220741272,-0.16990958154201508,-0.10999219119548798,0.9822594523429871,0.2774372696876526,-0.05680416151881218,-0.020042279735207558,0.983077883720398,-0.2641541063785553,-0.11385846883058548,-0.26747778058052063,0.9891061186790466,0.07432563602924347,-0.011608196422457695,0.08546304702758789,0.9999786615371704,-0.07086199522018433,0.007884200662374496,-0.08256182074546814,0.9999781847000122,0.28206855058670044,-0.055394355207681656,-0.060516051948070526,0.9813315868377686,-0.17801295220851898,-0.17369940876960754,-0.3507193922996521,0.9916349053382874
5,0.08521379525593009,0.06608933210372925,-0.436826229095459,-0.21376468241214752,0.999996542930603,0.09323879331350327,-0.3598048985004425,0.06603676080703735,0.9999969005584717,-0.1829373836517334,-0.43518251180648804,-0.0063016884960234165,0.9999952912330627,0.168737530708313,-0.162866473197937,0.05902625620365143,0.9201554656028748,-0.29404306411743164,-0.16975048184394836,-0.10385306924581528,0.9827079176902771,0.27531781792640686,-0.0548851378262043,-0.017955949530005455,0.98281329870224,-0.2651323080062866,-0.111362524330616,-0.26053833961486816,0.9894235134124756,0.07441997528076172,-0.012777038849890232,0.08480557054281235,0.9999791979789734,-0.07101733982563019,0.008783020079135895,-0.08173023909330368,0.9999786615371704,0.27559056878089905,-0.048418350517749786,-0.05908883735537529,0.9811011552810669,-0.1800343543291092,-0.17115125060081482,-0.3443145155906677,0.9918234944343567
6,0.10225655430711611,0.06568834185600281,-0.4411718249320984,-0.16023720800876617,0.9999966025352478,0.08878859877586365,-0.3597502112388611,0.11640141904354095,0.9999967217445374,-0.18762467801570892,-0.43528667092323303,0.036726824939250946,0.9999954700469971,0.16759587824344635,-0.1626216471195221,0.11137190461158752,0.9142478108406067,-0.29467350244522095,-0.16926340758800507,-0.07708223164081573,0.9830335378646851,0.27546563744544983,-0.05390089005231857,0.04862402379512787,0.9814774394035339,-0.26562631130218506,-0.10852478444576263,-0.2500315308570862,0.9898443222045898,0.07467455416917801,-0.012994470074772835,0.0843544602394104,0.9999801516532898,-0.07131581008434296,0.008908376097679138,-0.08117879182100296,0.9999797344207764,0.27783316373825073,-0.045488592237234116,0.010175861418247223,0.9797189235687256,-0.1834082156419754,-0.16942591965198517,-0.3316299617290497,0.9921053647994995
7,0.11929931335830213,0.06377412378787994,-0.4408000707626343,-0.14160294830799103,0.999996542930603,0.08373172581195831,-0.35945239663124084,0.1299125701189041,0.999996542930603,-0.19499534368515015,-0.43460920453071594,0.052304044365882874,0.9999956488609314,0.16729377210140228,-0.16254694759845734,0.1188613548874855,0.9097687602043152,-0.2987690567970276,-0.16746525466442108,-0.06417878717184067,0.9836514592170715,0.27408358454704285,-0.051810648292303085,0.04926713928580284,0.9801596403121948,-0.26789867877960205,-0.10551344603300095,-0.24414025247097015,0.9904783964157104,0.07486685365438461,-0.013381445780396461,0.08366483449935913,0.9999807476997375,-0.07156368345022202,0.00916749332100153,-0.08038434386253357,0.9999805092811584,0.2756684720516205,-0.040980689227581024,0.010248764418065548,0.9783819913864136,-0.1878213882446289,-0.16798612475395203,-0.32576900720596313,0.9925602078437805
8,0.13634207240948815,0.05918772518634796,-0.4413743317127228,-0.13489827513694763,0.9999964833259583,0.07957886159420013,-0.3584040701389313,0.13849376142024994,0.9999962449073792,-0.19801372289657593,-0.4339732229709625,0.059555135667324066,0.999995768070221,0.16626165807247162,-0.16135649383068085,0.1292419731616974,0.9025528430938721,-0.301310658454895,-0.1652320921421051,-0.05699552968144417,0.9839648604393005,0.27343231439590454,-0.049714136868715286,0.061391737312078476,0.9786248207092285,-0.269906610250473,-0.10385092347860336,-0.2403116077184677,0.9909014105796814,0.07491640001535416,-0.013583553023636341,0.08334323018789291,0.9999812245368958,-0.0716354176402092,0.00930054485797882,-0.07997771352529526,0.9999811053276062,0.2760416865348816,-0.038405682891607285,0.022966383025050163,0.9768515825271606,-0.1915479153394699,-0.16774272918701172,-0.3208211362361908,0.992841899394989
9,0.15338483146067416,0.05616910383105278,-0.44203123450279236,-0.10925501585006714,0.9999966025352478,0.07855760306119919,-0.3583492636680603,0.1635572463274002,0.9999961256980896,-0.1999761015176773,-0.43429720401763916,0.08430880308151245,0.9999958872795105,0.1658405065536499,-0.16123443841934204,0.14669287204742432,0.9022851586341858,-0.3063211441040039,-0.16533438861370087,-0.03365399315953255,0.9846580028533936,0.2734883725643158,-0.04928969591856003,0.07242197543382645,0.9788058996200562,-0.2721572518348694,-0.10338224470615387,-0.21427972614765167,0.9914196729660034,0.07514714449644089,-0.013554992154240608,0.0828484371304512,0.9999819993972778,-0.0718911811709404,0.009275424294173717,-0.07942835241556168,0.9999819397926331,0.2771244943141937,-0.03721268102526665,0.03259843587875366,0.9770892858505249,-0.1933889538049698,-0.1668623387813568,-0.2946647107601166,0.9932088255882263
10,0.17042759051186018,0.05677173286676407,-0.4418673813343048,-0.11755216121673584,0.9999961853027344,0.07868234068155289,-0.35832124948501587,0.15456801652908325,0.9999958872795105,-0.19741129875183105,-0.43437811732292175,0.08061735332012177,0.9999958872795105,0.1657019406557083,-0.16078202426433563,0.13831782341003418,0.8956438302993774,-0.3054586946964264,-0.1653810739517212,-0.04288831353187561,0.9846934080123901,0.27367720007896423,-0.04888586327433586,0.063956119120121,0.9768478870391846,-0.27198052406311035,-0.10277801007032394,-0.22576265037059784,0.9915540218353271,0.07514769583940506,-0.01399015262722969,0.08268313109874725,0.9999819993972778,-0.0718967467546463,0.00962839275598526,-0.07922825217247009,0.9999820590019226,0.27813202142715454,-0.03759400174021721,0.024821273982524872,0.9752078652381897,-0.19322380423545837,-0.16649886965751648,-0.3073391914367676,0.9932812452316284
