frame,time,NOSE_x,NOSE_y,NOSE_z,NOSE_v,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,LEFT_SHOULDER_v,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,RIGHT_SHOULDER_v,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,LEFT_ELBOW_v,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,RIGHT_ELBOW_v,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,LEFT_WRIST_v,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,RIGHT_WRIST_v,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_HIP_v,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,RIGHT_HIP_v,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_z,LEFT_INDEX_v,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_z,RIGHT_INDEX_v
1,0.017233697853381937,0.5362796187400818,0.33011680841445923,-0.24801327288150787,0.9999984502792358,0.5753307938575745,0.3888586759567261,0.2074088752269745,0.9999970197677612,0.3387840688228607,0.3819392919540405,0.019606413319706917,0.9999939203262329,0.5911514163017273,0.4842785894870758,0.17725831270217896,0.9284229874610901,0.21846386790275574,0.47593021392822266,-0.14436064660549164,0.9705153703689575,0.6660875082015991,0.5246407389640808,-0.20302383601665497,0.9835832715034485,0.2661901116371155,0.500750720500946,-0.5269577503204346,0.9809620976448059,0.5402212142944336,0.5453224182128906,0.10449250787496567,0.9999761581420898,0.4160335659980774,0.5530005693435669,-0.10498438775539398,0.9999728202819824,0.7078014612197876,0.5325360298156738,-0.33736342191696167,0.9826666116714478,0.30173537135124207,0.5047081708908081,-0.6530809998512268,0.9866624474525452
2,0.034467395706763874,0.536674976348877,0.3300425112247467,-0.2831566631793976,0.9999983310699463,0.573060929775238,0.38920167088508606,0.16684438288211823,0.9999969005584717,0.3391357362270355,0.3814731538295746,-0.046555668115615845,0.9999939799308777,0.5911684632301331,0.484169602394104,0.12039811909198761,0.9213762879371643,0.21848203241825104,0.47651225328445435,-0.2428470253944397,0.971061110496521,0.665665864944458,0.5240809321403503,-0.2762627601623535,0.9805595278739929,0.26772192120552063,0.5003969073295593,-0.6468545198440552,0.9809912443161011,0.5425355434417725,0.54474937915802,0.10458807647228241,0.9999760985374451,0.41827571392059326,0.5511602759361267,-0.10507213324308395,0.9999730587005615,0.7057723999023438,0.5325033664703369,-0.4153676927089691,0.9799069166183472,0.30446702241897583,0.5043979287147522,-0.7751542925834656,0.9865531921386719
3,0.05170109356014581,0.5367112159729004,0.3299739956855774,-0.30051180720329285,0.9999979734420776,0.5710590481758118,0.3893355131149292,0.1654326468706131,0.9999966621398926,0.33912375569343567,0.38095054030418396,-0.06231624633073807,0.9999939799308777,0.5910110473632812,0.485332190990448,0.12923568487167358,0.9179882407188416,0.21850410103797913,0.4773615598678589,-0.2753771245479584,0.9719241261482239,0.6655305624008179,0.5238346457481384,-0.26074081659317017,0.9792228937149048,0.2693864405155182,0.5000666975975037,-0.7061598300933838,0.9815905094146729,0.5443462133407593,0.5442571640014648,0.10579197108745575,0.9999763369560242,0.4222624599933624,0.5504886507987976,-0.10627631098031998,0.999973475933075,0.7052730321884155,0.5325080752372742,-0.4002682864665985,0.978652834892273,0.30822518467903137,0.5042569041252136,-0.8409154415130615,0.9868744611740112
4,0.06893479141352775,0.536712110042572,0.32995954155921936,-0.3054991364479065,0.9999977350234985,0.5690677762031555,0.38944047689437866,0.1655159741640091,0.9999964237213135,0.33872389793395996,0.380953848361969,-0.05923027917742729,0.9999939799308777,0.5910177230834961,0.48582562804222107,0.13678303360939026,0.9147568941116333,0.21844998002052307,0.4782259166240692,-0.26131555438041687,0.9726302027702332,0.6655544638633728,0.5237910747528076,-0.2039739340543747,0.9779145121574402,0.2707139551639557,0.49976953864097595,-0.6804701685905457,0.9820360541343689,0.5457953810691833,0.5436041951179504,0.1064310222864151,0.9999766945838928,0.4248204827308655,0.549343466758728,-0.10690837353467941,0.9999740719795227,0.7054699063301086,0.5325328707695007,-0.33854159712791443,0.977145791053772,0.3103626072406769,0.5041016936302185,-0.809971809387207,0.9870287179946899
5,0.08616848926690969,0.5367242693901062,0.3288920223712921,-0.3049090802669525,0.9999974370002747,0.5684294104576111,0.3895593285560608,0.1759292483329773,0.9999961256980896,0.33867529034614563,0.3803533911705017,-0.05001118406653404,0.9999940395355225,0.5917440056800842,0.48612889647483826,0.16176292300224304,0.9106587767601013,0.21844927966594696,0.4784494638442993,-0.23816347122192383,0.9731543660163879,0.6659823060035706,0.5236397385597229,-0.18096937239170074,0.9764750003814697,0.27134811878204346,0.4993763864040375,-0.664523184299469,0.9826183319091797,0.5471432209014893,0.5426632761955261,0.10645467787981033,0.9999774694442749,0.42626598477363586,0.547289252281189,-0.10693389177322388,0.9999751448631287,0.7061978578567505,0.5325332880020142,-0.31579676270484924,0.9756870865821838,0.31183573603630066,0.5040519833564758,-0.794840931892395,0.9873214960098267
6,0.10340218712029162,0.5367243885993958,0.3282248079776764,-0.30742567777633667,0.9999972581863403,0.5677110552787781,0.38976022601127625,0.17492051422595978,0.9999958276748657,0.3384590446949005,0.3802892863750458,-0.049759648740291595,0.9999940991401672,0.5918477177619934,0.486288458108902,0.1599123477935791,0.9060234427452087,0.21846503019332886,0.4785676896572113,-0.26023387908935547,0.9736518263816833,0.6661794185638428,0.5231489539146423,-0.18399377167224884,0.974114716053009,0.2733321487903595,0.4993749260902405,-0.6958516240119934,0.9828767776489258,0.5485571622848511,0.541901707649231,0.1063651293516159,0.9999780654907227,0.42948466539382935,0.5462028384208679,-0.10684790462255478,0.9999760389328003,0.7062146663665771,0.5322058796882629,-0.3201351463794708,0.9733963012695312,0.31462234258651733,0.5044105052947998,-0.8272505402565002,0.9873470664024353
7,0.12063588497367356,0.5368236899375916,0.32827773690223694,-0.30106550455093384,0.999997079372406,0.5671025514602661,0.38992053270339966,0.18297551572322845,0.9999954104423523,0.3382151126861572,0.3802777826786041,-0.04209302365779877,0.9999942779541016,0.5919058918952942,0.4869735538959503,0.16729159653186798,0.898523211479187,0.21839532256126404,0.4790462553501129,-0.24497991800308228,0.9749117493629456,0.6662187576293945,0.5230150818824768,-0.18218983709812164,0.9713818430900574,0.27466821670532227,0.4993668496608734,-0.6793149709701538,0.9839715957641602,0.5491849780082703,0.5410865545272827,0.10618699342012405,0.9999787211418152,0.43075814843177795,0.5447732210159302,-0.10667585581541061,0.9999771118164062,0.7062154412269592,0.5321643352508545,-0.3180740773677826,0.9710733890533447,0.31668195128440857,0.5044348239898682,-0.809945285320282,0.9880958795547485
8,0.1378695828270555,0.5375398397445679,0.32823050022125244,-0.2794036567211151,0.9999967217445374,0.5660582184791565,0.3900202214717865,0.20434099435806274,0.999994695186615,0.3381088078022003,0.3802424371242523,-0.03736836835741997,0.9999942779541016,0.5916472673416138,0.487477570772171,0.2044311761856079,0.8891324996948242,0.21816417574882507,0.47941046953201294,-0.2392674833536148,0.9758321046829224,0.666268527507782,0.5228281617164612,-0.1311519891023636,0.968095064163208,0.27480214834213257,0.49911829829216003,-0.674075186252594,0.984886109828949,0.5508881211280823,0.5412753224372864,0.1062367632985115,0.9999788403511047,0.4324769973754883,0.5449796319007874,-0.10672502964735031,0.9999776482582092,0.7063385844230652,0.5321642756462097,-0.2628452479839325,0.9680896997451782,0.31713640689849854,0.5042083263397217,-0.8035011291503906,0.9887140393257141
9,0.15510328068043744,0.5375400185585022,0.32762637734413147,-0.2371021956205368,0.9999967217445374,0.5655705332756042,0.39019879698753357,0.22974082827568054,0.9999947547912598,0.33823028206825256,0.38016852736473083,-0.001440958003513515,0.9999945759773254,0.5917180180549622,0.48770949244499207,0.20600362122058868,0.8885350823402405,0.2183378040790558,0.4795415997505188,-0.23857268691062927,0.9769318699836731,0.6667109131813049,0.5221001505851746,-0.14236712455749512,0.9682515263557434,0.27523472905158997,0.49880027770996094,-0.6607891917228699,0.985852062702179,0.5513129830360413,0.5401170253753662,0.10621307045221329,0.9999799132347107,0.43268871307373047,0.5427970290184021,-0.10670682787895203,0.9999789595603943,0.706337571144104,0.5315728783607483,-0.26636531949043274,0.9683126211166382,0.3176754415035248,0.5038385987281799,-0.7934281826019287,0.9893743991851807
10,0.17233697853381938,0.5389971137046814,0.3274920582771301,-0.23322336375713348,0.999996542930603,0.5656450986862183,0.3902827799320221,0.23126888275146484,0.9999945163726807,0.3381977677345276,0.3801203668117523,-0.0011886904248967767,0.9999945759773254,0.5916061997413635,0.48823410272598267,0.204263374209404,0.882876992225647,0.2183378040790558,0.4795282185077667,-0.2303328514099121,0.9771054983139038,0.6669504642486572,0.5226162075996399,-0.15317611396312714,0.9667534828186035,0.27525970339775085,0.49890241026878357,-0.6544275879859924,0.9860509037971497,0.5512483716011047,0.5403872132301331,0.1066807433962822,0.9999804496765137,0.43216317892074585,0.5430328845977783,-0.10716668516397476,0.9999796748161316,0.7071592211723328,0.5320879220962524,-0.27863267064094543,0.9671356678009033,0.3175228536128998,0.5040169358253479,-0.7855620980262756,0.989475429058075
