frame,time,NOSE_X,NOSE_Y,NOSE_Z,NOSE_imgX,NOSE_imgY,LEFT_SHOULDER_X,LEFT_SHOULDER_Y,LEFT_SHOULDER_Z,LEFT_SHOULDER_imgX,LEFT_SHOULDER_imgY,RIGHT_SHOULDER_X,RIGHT_SHOULDER_Y,RIGHT_SHOULDER_Z,RIGHT_SHOULDER_imgX,RIGHT_SHOULDER_imgY,LEFT_ELBOW_X,LEFT_ELBOW_Y,LEFT_ELBOW_Z,LEFT_ELBOW_imgX,LEFT_ELBOW_imgY,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,RIGHT_ELBOW_Z,RIGHT_ELBOW_imgX,RIGHT_ELBOW_imgY,LEFT_WRIST_X,LEFT_WRIST_Y,LEFT_WRIST_Z,LEFT_WRIST_imgX,LEFT_WRIST_imgY,RIGHT_WRIST_X,RIGHT_WRIST_Y,RIGHT_WRIST_Z,RIGHT_WRIST_imgX,RIGHT_WRIST_imgY,LEFT_HIP_X,LEFT_HIP_Y,LEFT_HIP_Z,LEFT_HIP_imgX,LEFT_HIP_imgY,RIGHT_HIP_X,RIGHT_HIP_Y,RIGHT_HIP_Z,RIGHT_HIP_imgX,RIGHT_HIP_imgY,LEFT_INDEX_X,LEFT_INDEX_Y,LEFT_INDEX_Z,LEFT_INDEX_imgX,LEFT_INDEX_imgY,RIGHT_INDEX_X,RIGHT_INDEX_Y,RIGHT_INDEX_Z,RIGHT_INDEX_imgX,RIGHT_INDEX_imgY
11,0.19379368279569892,0.05413074046373367,-0.45592716336250305,-0.20358513295650482,0.5391768217086792,0.3276236653327942,0.0913485586643219,-0.362245112657547,0.07895020395517349,0.5659785866737366,0.39042094349861145,-0.18226376175880432,-0.43147578835487366,0.006649291142821312,0.33762040734291077,0.37972429394721985,0.15246275067329407,-0.1536129266023636,0.07933913916349411,0.5892728567123413,0.487980455160141,-0.28622785210609436,-0.14909982681274414,-0.08677370846271515,0.2177433967590332,0.47957316040992737,0.24543854594230652,-0.04192240536212921,0.02330169267952442,0.6659755110740662,0.521991491317749,-0.2464592158794403,-0.07883027195930481,-0.24384501576423645,0.276684433221817,0.49873894453048706,0.07792918384075165,-0.01557428389787674,0.08153752982616425,0.5469551086425781,0.5403120517730713,-0.07459677755832672,0.01153508573770523,-0.07832265645265579,0.4275476038455963,0.5435874462127686,0.2505991458892822,-0.032078586518764496,-0.012619124725461006,0.7058944702148438,0.5321586728096008,-0.1643349677324295,-0.14101548492908478,-0.3259739279747009,0.31707459688186646,0.50394207239151
12,0.21141129032258066,0.05391290411353111,-0.45631691813468933,-0.19190959632396698,0.5392696857452393,0.32678189873695374,0.09090715646743774,-0.36112603545188904,0.08903122693300247,0.5659359097480774,0.3906281292438507,-0.18326634168624878,-0.43072766065597534,0.01654411479830742,0.33767464756965637,0.379421591758728,0.15233822166919708,-0.15146107971668243,0.08624539524316788,0.588231086730957,0.48842260241508484,-0.2863198220729828,-0.1484811156988144,-0.08518722653388977,0.21798165142536163,0.479559987783432,0.24563026428222656,-0.04006440192461014,0.02564665861427784,0.6661931872367859,0.5219597220420837,-0.24665893614292145,-0.07802200317382812,-0.24149781465530396,0.27721893787384033,0.498700886964798,0.07796076685190201,-0.015716610476374626,0.08128771185874939,0.5470861196517944,0.5398553013801575,-0.07465571165084839,0.011641314253211021,-0.0780046358704567,0.4276520013809204,0.5422714352607727,0.2509763240814209,-0.030164815485477448,-0.011364514008164406,0.7058905959129333,0.5321513414382935,-0.16441282629966736,-0.13982993364334106,-0.32379284501075745,0.3181885778903961,0.5041182041168213
13,0.22902889784946237,0.054877232760190964,-0.4561030864715576,-0.19359590113162994,0.5393986701965332,0.32680270075798035,0.09110517799854279,-0.3611705005168915,0.08659962564706802,0.5658614635467529,0.39063331484794617,-0.18293993175029755,-0.4305218756198883,0.013872187584638596,0.3375420868396759,0.3794288635253906,0.15325221419334412,-0.15193656086921692,0.08301392197608948,0.5881202816963196,0.48846128582954407,-0.28557559847831726,-0.14825010299682617,-0.08687712252140045,0.21806026995182037,0.47967931628227234,0.24588686227798462,-0.040209099650382996,0.022581465542316437,0.6662192344665527,0.5217466950416565,-0.2451491355895996,-0.07816886901855469,-0.242727592587471,0.277316153049469,0.49894270300865173,0.077962726354599,-0.015952784568071365,0.08121148496866226,0.5468094348907471,0.5398938655853271,-0.07466363161802292,0.011853440664708614,-0.0779174417257309,0.4272881746292114,0.5424493551254272,0.250791072845459,-0.03058518096804619,-0.013811389915645123,0.7059491276741028,0.5319196581840515,-0.16306853294372559,-0.14009016752243042,-0.32452496886253357,0.3181554079055786,0.5044109225273132
14,0.24664650537634408,0.055391184985637665,-0.45685577392578125,-0.1938970386981964,0.5399556756019592,0.3268089294433594,0.09073968231678009,-0.361893892288208,0.08601762354373932,0.5658403038978577,0.39086827635765076,-0.18269386887550354,-0.4307796359062195,0.01269562728703022,0.3375434875488281,0.3794350028038025,0.15258799493312836,-0.15228253602981567,0.08242692798376083,0.5874657034873962,0.4884662628173828,-0.2856473922729492,-0.14833134412765503,-0.08741676807403564,0.21806038916110992,0.4797402322292328,0.24584068357944489,-0.04077903926372528,0.020947111770510674,0.6659072041511536,0.5217603445053101,-0.24526004493236542,-0.07883378118276596,-0.24366465210914612,0.27724549174308777,0.49875757098197937,0.07792505621910095,-0.01606018841266632,0.08113566786050797,0.5469771027565002,0.5410047769546509,-0.07463689148426056,0.011942441575229168,-0.07783541083335876,0.42746788263320923,0.5424790978431702,0.25082847476005554,-0.03126237541437149,-0.016018399968743324,0.7057128548622131,0.5319274067878723,-0.1633646935224533,-0.14057527482509613,-0.32485997676849365,0.3180115818977356,0.5040110945701599
15,0.2642641129032258,0.05497724935412407,-0.45710811018943787,-0.19252441823482513,0.5399535298347473,0.3266530930995941,0.09031827002763748,-0.3619290888309479,0.08693578094244003,0.5647397637367249,0.3908345401287079,-0.18302078545093536,-0.4308892488479614,0.014709423296153545,0.3375145196914673,0.3794470429420471,0.15255855023860931,-0.15242746472358704,0.08546968549489975,0.587335467338562,0.4884331524372101,-0.28614041209220886,-0.14857803285121918,-0.08470422774553299,0.2178792655467987,0.47996631264686584,0.2459452897310257,-0.04086822271347046,0.026492372155189514,0.665901243686676,0.5217927098274231,-0.24558880925178528,-0.07912649214267731,-0.2402823120355606,0.2772270143032074,0.4987187087535858,0.07792527973651886,-0.016202960163354874,0.08106451481580734,0.5470184087753296,0.5410154461860657,-0.074640192091465,0.012072131969034672,-0.07774847000837326,0.4278324842453003,0.5426425337791443,0.2508510649204254,-0.03029945306479931,-0.009850745089352131,0.7057419419288635,0.532078742980957,-0.16392254829406738,-0.14077478647232056,-0.320509672164917,0.31787243485450745,0.503820538520813
16,0.2818817204301075,0.055363092571496964,-0.4575274586677551,-0.1904439926147461,0.5401575565338135,0.32666486501693726,0.09035807847976685,-0.3618057668209076,0.08777198940515518,0.5647630095481873,0.39094462990760803,-0.1828262358903885,-0.43100956082344055,0.01583017408847809,0.3374412953853607,0.3794516921043396,0.15257854759693146,-0.15168049931526184,0.08615884184837341,0.5873388648033142,0.48876234889030457,-0.2853265106678009,-0.14884373545646667,-0.08420533686876297,0.21790386736392975,0.47999677062034607,0.2484709769487381,-0.040687065571546555,0.026426250115036964,0.6668998599052429,0.5220884084701538,-0.24553965032100677,-0.07952643930912018,-0.23946847021579742,0.2771639823913574,0.49870169162750244,0.0779295563697815,-0.016213539987802505,0.08102519810199738,0.546989917755127,0.5411098599433899,-0.07464968413114548,0.012081343680620193,-0.0776938647031784,0.42784038186073303,0.5427364110946655,0.25499677658081055,-0.030656317248940468,-0.010139713995158672,0.7076350450515747,0.5322582721710205,-0.1639968901872635,-0.14098824560642242,-0.3199104964733124,0.3177511394023895,0.5039269328117371
17,0.29949932795698925,0.05372801795601845,-0.45738232135772705,-0.19874383509159088,0.5402575731277466,0.32662534713745117,0.0883786678314209,-0.3618212938308716,0.08190131932497025,0.564373791217804,0.390865296125412,-0.1835036277770996,-0.4309500753879547,0.009164275601506233,0.33778512477874756,0.3791426122188568,0.15142886340618134,-0.15198586881160736,0.08382406085729599,0.5875464677810669,0.4886660873889923,-0.28642866015434265,-0.1490723341703415,-0.08976610004901886,0.2179029881954193,0.4799026548862457,0.24824489653110504,-0.04056809842586517,0.024766935035586357,0.6669938564300537,0.5221457481384277,-0.2468908280134201,-0.07977985590696335,-0.24504680931568146,0.27710914611816406,0.4986937940120697,0.07778292894363403,-0.016366830095648766,0.0810207799077034,0.5488134026527405,0.540718674659729,-0.07454445958137512,0.012219415046274662,-0.07768793404102325,0.4301500916481018,0.542702317237854,0.2549053430557251,-0.03041236661374569,-0.012136436067521572,0.7078872919082642,0.5323304533958435,-0.1655096411705017,-0.14120282232761383,-0.3255538046360016,0.3176792860031128,0.5039169192314148
18,0.317116935483871,0.05494168773293495,-0.4585137367248535,-0.19854098558425903,0.5403861403465271,0.3267310559749603,0.08841154724359512,-0.3630565404891968,0.08196127414703369,0.564376711845398,0.3909217417240143,-0.1833276003599167,-0.4317038953304291,0.00907702837139368,0.33778390288352966,0.3790842890739441,0.15333294868469238,-0.15267647802829742,0.08369465917348862,0.5882083177566528,0.4890260398387909,-0.2855965197086334,-0.1497400850057602,-0.08932901918888092,0.21792897582054138,0.47993868589401245,0.2510025203227997,-0.04069196805357933,0.024448029696941376,0.6674801111221313,0.5225825905799866,-0.24640974402427673,-0.08013343065977097,-0.24441874027252197,0.2771386206150055,0.4986823499202728,0.0777922049164772,-0.016454117372632027,0.08099472522735596,0.5488828420639038,0.541131317615509,-0.07456085830926895,0.012299410998821259,-0.07765801250934601,0.43002521991729736,0.543537974357605,0.25676462054252625,-0.030729025602340698,-0.011905486695468426,0.7087124586105347,0.5324457883834839,-0.1653718650341034,-0.14134259521961212,-0.3247111439704895,0.31844237446784973,0.5039916038513184
19,0.33473454301075267,0.05455427244305611,-0.45844748616218567,-0.19864627718925476,0.5403637290000916,0.32658419013023376,0.08846696466207504,-0.3627628684043884,0.08185210824012756,0.5643195509910583,0.3909322917461395,-0.1834239661693573,-0.4315207302570343,0.009250424802303314,0.3378288745880127,0.3790883719921112,0.15268079936504364,-0.15227478742599487,0.08347854018211365,0.58823561668396,0.48900502920150757,-0.2857908308506012,-0.14924868941307068,-0.08765290677547455,0.2179398536682129,0.4800499379634857,0.24911843240261078,-0.04038995876908302,0.023942045867443085,0.6674321293830872,0.5225816369056702,-0.24652309715747833,-0.07885051518678665,-0.24206314980983734,0.27730563282966614,0.4987949728965759,0.07779566198587418,-0.016531167551875114,0.08096639811992645,0.5489362478256226,0.5408103466033936,-0.07456986606121063,0.012368797324597836,-0.07762899994850159,0.4299306273460388,0.5430876016616821,0.25464168190956116,-0.030760010704398155,-0.012579978443682194,0.7085779309272766,0.5324379205703735,-0.16548457741737366,-0.14045774936676025,-0.3226078152656555,0.31843453645706177,0.504031777381897
20,0.3523521505376344,0.05519922077655792,-0.45863446593284607,-0.1967322677373886,0.5413705110549927,0.32657304406166077,0.08852194249629974,-0.3622593879699707,0.08523158729076385,0.5642101764678955,0.39101189374923706,-0.1833576112985611,-0.4309380054473877,0.010686799883842468,0.3378298878669739,0.3791028559207916,0.1527005136013031,-0.15236236155033112,0.08534009754657745,0.5881741642951965,0.48900508880615234,-0.2838975191116333,-0.14853698015213013,-0.08697313815355301,0.21843646466732025,0.48004230856895447,0.24963469803333282,-0.04061425104737282,0.02537759207189083,0.6675301790237427,0.522268533706665,-0.2466333508491516,-0.07887362688779831,-0.2418762445449829,0.27722087502479553,0.4984506666660309,0.07779502123594284,-0.016534332185983658,0.08096081763505936,0.5489171743392944,0.5406291484832764,-0.07457201182842255,0.012372873723506927,-0.07762248814105988,0.4298480153083801,0.542930006980896,0.25536665320396423,-0.031026288866996765,-0.011159914545714855,0.7085925340652466,0.5319455862045288,-0.16617177426815033,-0.14058934152126312,-0.32242414355278015,0.31828296184539795,0.5037632584571838
21,0.36996975806451615,0.056728895753622055,-0.4585791826248169,-0.19818145036697388,0.5423955917358398,0.3265266418457031,0.08860911428928375,-0.3623473048210144,0.0848752111196518,0.5642068982124329,0.3910132646560669,-0.18262267112731934,-0.43099868297576904,0.009447300806641579,0.3379186689853668,0.3791022002696991,0.15296755731105804,-0.1524648219347,0.08527497947216034,0.5875988602638245,0.4892084300518036,-0.28386029601097107,-0.14845703542232513,-0.08742643147706985,0.21838174760341644,0.480049729347229,0.2502457797527313,-0.04072844237089157,0.026237815618515015,0.6676802039146423,0.5222679376602173,-0.2465827614068985,-0.07880929112434387,-0.24227391183376312,0.27715781331062317,0.4984515309333801,0.0776824876666069,-0.016546273604035378,0.08097659051418304,0.5485572814941406,0.5406141877174377,-0.07447655498981476,0.012381142936646938,-0.07763968408107758,0.42981892824172974,0.5428920984268188,0.2561016380786896,-0.03131695091724396,-0.009778797626495361,0.7085587978363037,0.531956136226654,-0.16611412167549133,-0.14073441922664642,-0.3227621614933014,0.31824299693107605,0.5037254095077515
22,0.38758736559139784,0.057569608092308044,-0.4586644470691681,-0.19534067809581757,0.5426040887832642,0.3262732923030853,0.08884388208389282,-0.36231333017349243,0.08753855526447296,0.5642131567001343,0.39131295680999756,-0.18211854994297028,-0.43101492524147034,0.011151090264320374,0.33781012892723083,0.3790948688983917,0.15250183641910553,-0.1520548313856125,0.08732685446739197,0.5875698328018188,0.48920774459838867,-0.2839248478412628,-0.1485353410243988,-0.08574298024177551,0.21820321679115295,0.48011431097984314,0.250167578458786,-0.04089667275547981,0.027620278298854828,0.6676892638206482,0.5222960710525513,-0.24663105607032776,-0.07902859896421432,-0.24091875553131104,0.27726030349731445,0.4985472857952118,0.0776837095618248,-0.016546113416552544,0.08097394555807114,0.5483413934707642,0.5406806468963623,-0.07448228448629379,0.01238074991852045,-0.07764148712158203,0.4297696352005005,0.5429360270500183,0.25616076588630676,-0.031461283564567566,-0.008394459262490273,0.708552360534668,0.5319891571998596,-0.1659683883190155,-0.14081493020057678,-0.3215143382549286,0.3181631863117218,0.5037214159965515
23,0.4052049731182796,0.05612386390566826,-0.4580685794353485,-0.20119412243366241,0.5425981283187866,0.32611167430877686,0.08698317408561707,-0.36228877305984497,0.08295796066522598,0.5639693140983582,0.3911915421485901,-0.18288949131965637,-0.43101468682289124,0.008169217966496944,0.33793315291404724,0.3788766860961914,0.14980554580688477,-0.15212498605251312,0.08437236398458481,0.5874157547950745,0.48919248580932617,-0.2850933372974396,-0.1486414074897766,-0.08875447511672974,0.2183191180229187,0.4800354838371277,0.24943086504936218,-0.04019816964864731,0.026584699749946594,0.6681544780731201,0.5224365592002869,-0.24699300527572632,-0.07915535569190979,-0.2443522959947586,0.27720800042152405,0.4985193908214569,0.07762330770492554,-0.01665140874683857,0.08093220740556717,0.5497693419456482,0.5403347611427307,-0.07443945854902267,0.01248501893132925,-0.07758717238903046,0.43107903003692627,0.5428997278213501,0.2560652494430542,-0.03041388839483261,-0.009249471127986908,0.709214448928833,0.5321271419525146,-0.16610419750213623,-0.1408744752407074,-0.32518136501312256,0.31809499859809875,0.5038823485374451
